answer_history_id,student_id,question_id,mistake_case_id,review_plan_id,submit_no,is_correct,submit_time,photo_url,ocr_answer,ocr_steps,knowledge_id,error_cause_id,submit_type
A315,S036,Q0005,M173,,2,0,2026/01/09 20:54,,,,K001,E001,错题订正
A316,S036,Q0005,M173,,3,1,2026/01/09 18:10,,,,K001,E001,复习做题
A317,S036,Q0002,M174,,1,0,2026/02/14 15:18,,,,K001,E002,首次做题
A318,S036,Q0002,M174,,2,0,2026/02/14 15:37,,,,K001,E002,错题订正
A319,S036,Q0002,M174,,3,1,2026/02/14 08:16,,,,K001,E002,复习做题
A320,S036,Q0003,M175,,1,1,2026/03/18 12:20,,,,K007,E003,首次做题
A321,S037,Q0003,M176,,1,1,2026/03/16 15:22,,,,K003,E003,首次做题
A322,S037,Q0004,M177,,1,0,2026/04/01 11:50,,,,K002,E003,首次做题
A323,S037,Q0004,M177,,2,1,2026/04/01 18:27,,,,K002,E003,错题订正
A324,S037,Q0002,M178,,1,1,2026/03/05 08:37,,,,K001,E001,首次做题
A325,S037,Q0001,M179,,1,0,2026/01/29 18:41,,,,K001,E002,首次做题
A326,S037,Q0001,M179,,2,1,2026/01/29 10:50,,,,K001,E002,错题订正
A327,S037,Q0005,M180,,1,0,2026/03/08 11:17,,,,K004,E003,首次做题
A328,S037,Q0005,M180,,2,0,2026/03/08 13:24,,,,K004,E003,错题订正
A329,S037,Q0005,M180,,3,1,2026/03/08 10:46,,,,K004,E003,复习做题
A330,S038,Q0003,M181,,1,0,2026/01/06 19:01,,,,K009,E002,首次做题
A331,S038,Q0003,M181,,2,1,2026/01/06 20:23,,,,K009,E002,错题订正
A332,S038,Q0004,M182,,1,0,2026/01/24 12:17,,,,K009,E001,首次做题
A333,S038,Q0004,M182,,2,1,2026/01/24 19:28,,,,K009,E001,错题订正
A334,S038,Q0005,M183,,1,0,2026/01/07 11:09,,,,K009,E001,首次做题
A335,S038,Q0005,M183,,2,0,2026/01/07 14:43,,,,K009,E001,错题订正
A336,S038,Q0005,M183,,3,1,2026/01/07 10:36,,,,K009,E001,复习做题
A337,S038,Q0001,M184,,1,0,2026/01/25 16:40,,,,K001,E002,首次做题
A338,S038,Q0001,M184,,2,0,2026/01/25 20:08,,,,K001,E002,错题订正
A339,S038,Q0001,M184,,3,1,2026/01/25 19:53,,,,K001,E002,复习做题
A340,S038,Q0002,M185,,1,0,2026/02/05 11:31,,,,K005,E002,首次做题
A341,S038,Q0002,M185,,2,1,2026/02/05 19:49,,,,K005,E002,错题订正
A342,S039,Q0005,M186,,1,1,2026/01/17 14:06,,,,K004,E003,首次做题
A343,S039,Q0001,M187,,1,1,2026/01/15 14:27,,,,K004,E001,首次做题
A344,S039,Q0002,M188,,1,0,2026/02/04 13:07,,,,K007,E003,首次做题
A345,S039,Q0002,M188,,2,0,2026/02/04 13:04,,,,K007,E003,错题订正
A346,S039,Q0002,M188,,3,1,2026/02/04 11:41,,,,K007,E003,复习做题
A347,S039,Q0003,M189,,1,0,2026/02/23 20:49,,,,K008,E003,首次做题
A348,S039,Q0003,M189,,2,1,2026/02/23 16:48,,,,K008,E003,错题订正
A349,S039,Q0004,M190,,1,1,2026/03/07 14:49,,,,K010,E001,首次做题
A350,S040,Q0004,M191,,1,1,2026/03/25 11:05,,,,K002,E003,首次做题
A351,S040,Q0003,M192,,1,0,2026/01/05 11:49,,,,K009,E002,首次做题
A352,S040,Q0003,M192,,2,1,2026/01/05 19:19,,,,K009,E002,错题订正
A353,S040,Q0005,M193,,1,1,2026/03/13 18:33,,,,K003,E003,首次做题
A354,S040,Q0002,M194,,1,1,2026/03/16 11:33,,,,K004,E002,首次做题
A355,S040,Q0001,M195,,1,0,2026/01/09 08:29,,,,K001,E002,首次做题
A356,S040,Q0001,M195,,2,0,2026/01/09 08:18,,,,K001,E002,错题订正
A357,S040,Q0001,M195,,3,1,2026/01/09 08:02,,,,K001,E002,复习做题
A358,S041,Q0002,M196,,1,1,2026/01/07 13:20,,,,K002,E003,首次做题
A359,S041,Q0005,M197,,1,0,2026/02/23 13:36,,,,K005,E002,首次做题
A360,S041,Q0005,M197,,2,1,2026/02/23 12:58,,,,K005,E002,错题订正
A361,S041,Q0003,M198,,1,0,2026/03/23 11:13,,,,K009,E002,首次做题
A362,S041,Q0003,M198,,2,0,2026/03/23 11:56,,,,K009,E002,错题订正
A363,S041,Q0003,M198,,3,1,2026/03/23 17:56,,,,K009,E002,复习做题
A364,S041,Q0004,M199,,1,0,2026/01/24 19:29,,,,K009,E003,首次做题
A365,S041,Q0004,M199,,2,0,2026/01/24 09:55,,,,K009,E003,错题订正
A366,S041,Q0004,M199,,3,1,2026/01/24 09:20,,,,K009,E003,复习做题
A367,S041,Q0001,M200,,1,1,2026/01/03 19:10,,,,K010,E003,首次做题
A368,S042,Q0005,M201,,1,0,2026/01/11 15:03,,,,K008,E001,首次做题
A369,S042,Q0005,M201,,2,1,2026/01/11 17:17,,,,K008,E001,错题订正
A370,S042,Q0003,M202,,1,1,2026/02/13 17:04,,,,K002,E001,首次做题
A371,S042,Q0002,M203,,1,1,2026/03/02 17:18,,,,K001,E002,首次做题
A372,S042,Q0001,M204,,1,1,2026/02/17 12:06,,,,K009,E001,首次做题
A373,S042,Q0004,M205,,1,0,2026/03/16 19:51,,,,K002,E001,首次做题
A374,S042,Q0004,M205,,2,0,2026/03/16 10:09,,,,K002,E001,错题订正
A375,S042,Q0004,M205,,3,1,2026/03/16 14:09,,,,K002,E001,复习做题
A376,S043,Q0001,M206,,1,1,2026/01/15 15:29,,,,K003,E001,首次做题
A377,S043,Q0005,M207,,1,0,2026/02/22 16:28,,,,K003,E001,首次做题
A378,S043,Q0005,M207,,2,0,2026/02/22 14:19,,,,K003,E001,错题订正
A379,S043,Q0005,M207,,3,1,2026/02/22 19:43,,,,K003,E001,复习做题
A380,S043,Q0002,M208,,1,0,2026/01/30 19:07,,,,K008,E003,首次做题
A381,S043,Q0002,M208,,2,0,2026/01/30 17:29,,,,K008,E003,错题订正
A382,S043,Q0002,M208,,3,1,2026/01/30 09:55,,,,K008,E003,复习做题
A383,S043,Q0003,M209,,1,1,2026/02/18 18:06,,,,K002,E002,首次做题
A384,S043,Q0004,M210,,1,0,2026/02/26 11:51,,,,K006,E002,首次做题
A385,S043,Q0004,M210,,2,1,2026/02/26 13:10,,,,K006,E002,错题订正
A386,S044,Q0003,M211,,1,1,2026/01/17 14:22,,,,K007,E001,首次做题
A387,S044,Q0005,M212,,1,1,2026/03/28 18:22,,,,K006,E003,首次做题
A388,S044,Q0002,M213,,1,0,2026/02/06 19:37,,,,K002,E001,首次做题
A389,S044,Q0002,M213,,2,1,2026/02/06 10:06,,,,K002,E001,错题订正
A390,S044,Q0004,M214,,1,0,2026/01/22 17:26,,,,K004,E003,首次做题
A391,S044,Q0004,M214,,2,1,2026/01/22 12:27,,,,K004,E003,错题订正
A392,S044,Q0001,M215,,1,1,2026/02/28 20:48,,,,K006,E001,首次做题
A393,S045,Q0002,M216,,1,0,2026/02/27 13:06,,,,K001,E002,首次做题
A394,S045,Q0002,M216,,2,1,2026/02/27 16:43,,,,K001,E002,错题订正
A395,S045,Q0003,M217,,1,0,2026/03/17 10:30,,,,K009,E001,首次做题
A396,S045,Q0003,M217,,2,1,2026/03/17 11:09,,,,K009,E001,错题订正
A397,S045,Q0004,M218,,1,0,2026/01/13 19:16,,,,K001,E003,首次做题
A398,S045,Q0004,M218,,2,0,2026/01/13 08:28,,,,K001,E003,错题订正
A399,S045,Q0004,M218,,3,1,2026/01/13 14:10,,,,K001,E003,复习做题
A400,S045,Q0001,M219,,1,0,2026/01/26 19:44,,,,K009,E001,首次做题
A401,S045,Q0001,M219,,2,0,2026/01/26 14:44,,,,K009,E001,错题订正
A402,S045,Q0001,M219,,3,1,2026/01/26 15:25,,,,K009,E001,复习做题
A403,S045,Q0005,M220,,1,0,2026/02/07 11:19,,,,K004,E003,首次做题
A404,S045,Q0005,M220,,2,0,2026/02/07 09:51,,,,K004,E003,错题订正
A405,S045,Q0005,M220,,3,1,2026/02/07 17:56,,,,K004,E003,复习做题
A406,S046,Q0001,M221,,1,1,2026/02/12 10:57,,,,K001,E001,首次做题
A407,S046,Q0003,M222,,1,1,2026/02/10 20:48,,,,K001,E001,首次做题
A408,S046,Q0005,M223,,1,0,2026/01/15 18:01,,,,K009,E001,首次做题
A409,S046,Q0005,M223,,2,0,2026/01/15 13:06,,,,K009,E001,错题订正
A410,S046,Q0005,M223,,3,1,2026/01/15 14:12,,,,K009,E001,复习做题
A411,S046,Q0004,M224,,1,0,2026/02/23 17:07,,,,K010,E001,首次做题
A412,S046,Q0004,M224,,2,0,2026/02/23 20:25,,,,K010,E001,错题订正
A413,S046,Q0004,M224,,3,1,2026/02/23 15:24,,,,K010,E001,复习做题
A414,S046,Q0002,M225,,1,1,2026/03/11 09:17,,,,K002,E003,首次做题
A415,S047,Q0003,M226,,1,0,2026/03/18 15:22,,,,K004,E002,首次做题
A416,S047,Q0003,M226,,2,1,2026/03/18 19:29,,,,K004,E002,错题订正
A417,S047,Q0002,M227,,1,0,2026/02/03 19:46,,,,K002,E002,首次做题
A418,S047,Q0002,M227,,2,0,2026/02/03 18:26,,,,K002,E002,错题订正
A419,S047,Q0002,M227,,3,1,2026/02/03 17:08,,,,K002,E002,复习做题
A420,S047,Q0005,M228,,1,0,2026/02/05 17:37,,,,K006,E001,首次做题
A421,S047,Q0005,M228,,2,0,2026/02/05 13:41,,,,K006,E001,错题订正
A422,S047,Q0005,M228,,3,1,2026/02/05 09:27,,,,K006,E001,复习做题
A423,S047,Q0001,M229,,1,0,2026/03/06 10:19,,,,K007,E002,首次做题
A424,S047,Q0001,M229,,2,0,2026/03/06 18:23,,,,K007,E002,错题订正
A425,S047,Q0001,M229,,3,1,2026/03/06 13:10,,,,K007,E002,复习做题
A426,S047,Q0004,M230,,1,0,2026/02/06 15:23,,,,K010,E003,首次做题
A427,S047,Q0004,M230,,2,0,2026/02/06 13:13,,,,K010,E003,错题订正
A428,S047,Q0004,M230,,3,1,2026/02/06 16:53,,,,K010,E003,复习做题
A429,S048,Q0002,M231,,1,0,2026/02/15 08:12,,,,K005,E001,首次做题
A430,S048,Q0002,M231,,2,0,2026/02/15 09:13,,,,K005,E001,错题订正
A431,S048,Q0002,M231,,3,1,2026/02/15 13:06,,,,K005,E001,复习做题
A432,S048,Q0005,M232,,1,0,2026/01/29 08:22,,,,K008,E002,首次做题
A433,S048,Q0005,M232,,2,0,2026/01/29 15:02,,,,K008,E002,错题订正
A434,S048,Q0005,M232,,3,1,2026/01/29 08:49,,,,K008,E002,复习做题
A435,S048,Q0001,M233,,1,1,2026/03/19 13:15,,,,K009,E002,首次做题
A436,S048,Q0004,M234,,1,1,2026/01/15 10:00,,,,K003,E001,首次做题
A437,S048,Q0003,M235,,1,1,2026/03/06 09:57,,,,K007,E001,首次做题
A438,S049,Q0002,M236,,1,0,2026/01/21 09:12,,,,K003,E002,首次做题
A439,S049,Q0002,M236,,2,0,2026/01/21 19:13,,,,K003,E002,错题订正
A440,S049,Q0002,M236,,3,1,2026/01/21 11:36,,,,K003,E002,复习做题
A441,S049,Q0005,M237,,1,0,2026/02/14 14:14,,,,K007,E001,首次做题
A442,S049,Q0005,M237,,2,1,2026/02/14 08:42,,,,K007,E001,错题订正
A443,S049,Q0001,M238,,1,0,2026/01/03 18:11,,,,K008,E001,首次做题
A444,S049,Q0001,M238,,2,0,2026/01/03 15:00,,,,K008,E001,错题订正
A445,S049,Q0001,M238,,3,1,2026/01/03 10:18,,,,K008,E001,复习做题
A446,S049,Q0004,M239,,1,1,2026/02/10 12:00,,,,K003,E001,首次做题
A447,S049,Q0003,M240,,1,1,2026/01/23 09:21,,,,K002,E003,首次做题
A448,S050,Q0003,M241,,1,0,2026/03/23 15:23,,,,K002,E001,首次做题
A449,S050,Q0003,M241,,2,0,2026/03/23 11:16,,,,K002,E001,错题订正
A450,S050,Q0003,M241,,3,1,2026/03/23 08:47,,,,K002,E001,复习做题
A451,S050,Q0002,M242,,1,0,2026/03/08 12:15,,,,K001,E002,首次做题
A452,S050,Q0002,M242,,2,0,2026/03/08 15:11,,,,K001,E002,错题订正
A453,S050,Q0002,M242,,3,1,2026/03/08 18:31,,,,K001,E002,复习做题
A454,S050,Q0001,M243,,1,0,2026/03/28 14:36,,,,K004,E001,首次做题
A455,S050,Q0001,M243,,2,1,2026/03/28 12:54,,,,K004,E001,错题订正
A456,S050,Q0005,M244,,1,0,2026/02/05 16:29,,,,K005,E002,首次做题
A457,S050,Q0005,M244,,2,1,2026/02/05 20:52,,,,K005,E002,错题订正
A458,S050,Q0004,M245,,1,0,2026/01/17 11:44,,,,K007,E001,首次做题
A459,S050,Q0004,M245,,2,1,2026/01/17 08:31,,,,K007,E001,错题订正
